Cluster,Designation,Department,Degree,Year,Type,Department.1,Degree.1,Year.1,Access
16,stu,ece,btech,3,stu_rec,ce,btech,2,No
23,stu,ce,btech,1,asgn,cse,btech,4,No
11,stu,ce,mtech,1,q_pr,cse,mtech,2,No
12,stu,ce,mtech,1,q_pr,ece,btech,2,No
8,prof,me,NotA,NotA,q_pr,ce,btech,2,No
16,stu,cse,btech,1,std_mat,ce,btech,2,No
22,prof,ece,NotA,NotA,grade_book,ece,mtech,1,Yes
5,stu,cse,btech,1,q_pr,ce,btech,1,No
16,stu,cse,btech,3,stu_rec,ece,btech,4,No
4,stu,ece,btech,2,std_mat,cse,btech,2,No
17,stu,cse,mtech,1,attdn,cse,btech,3,No
2,stu,cse,mtech,2,asgn,me,btech,2,No
29,officer,accounts,NotA,NotA,attdn,me,btech,3,No
23,stu,cse,btech,1,asgn,ce,btech,4,No
11,stu,ce,btech,2,grade_book,me,btech,3,No
11,stu,cse,mtech,1,q_pr,ce,mtech,2,No
15,stu,ece,btech,1,q_pr,ce,mtech,1,No
9,stu,ce,btech,4,asgn,ece,mtech,1,No
11,stu,ece,btech,3,grade_book,me,btech,1,No
11,stu,ece,btech,3,q_pr,ce,btech,4,No
12,stu,ce,btech,3,grade_book,ece,mtech,1,No
12,stu,me,btech,1,q_pr,ece,mtech,2,No
12,stu,ce,mtech,2,q_pr,me,btech,1,No
16,stu,ece,btech,2,attdn,cse,btech,4,No
18,officer,accounts,NotA,NotA,grade_book,cse,btech,2,No
12,stu,me,btech,3,q_pr,ece,mtech,1,No
3,stu,cse,btech,4,q_pr,cse,btech,4,No
10,stu,cse,btech,1,stu_rec,cse,btech,3,No
20,stu,ce,btech,3,grade_book,ce,mtech,2,No
16,stu,ece,btech,1,std_mat,ce,btech,2,No
16,stu,ece,mtech,2,attdn,ce,mtech,1,No
12,stu,cse,mtech,2,grade_book,ce,btech,1,No
12,stu,ce,btech,2,q_pr,cse,mtech,1,No
23,stu,ce,btech,4,asgn,me,btech,2,No
16,stu,me,btech,2,stu_rec,ece,btech,1,No
9,stu,me,btech,3,asgn,cse,mtech,1,No
8,prof,ce,NotA,NotA,q_pr,cse,btech,4,No
14,prof,me,NotA,NotA,attdn,me,btech,4,Yes
32,stu,ece,btech,4,asgn,ece,btech,4,Yes
24,stu,ce,btech,3,q_pr,ce,btech,1,No
31,prof,ce,NotA,NotA,asgn,ece,btech,3,No
13,stu,ece,btech,4,asgn,ece,mtech,1,No
20,stu,cse,mtech,2,grade_book,cse,btech,4,No
17,stu,ce,mtech,1,attdn,ce,btech,4,No
6,stu,me,btech,1,std_mat,ece,mtech,2,No
0,stu,me,mtech,1,stu_rec,cse,btech,1,No
31,prof,me,NotA,NotA,asgn,ece,btech,1,No
22,prof,ce,NotA,NotA,grade_book,ce,btech,2,Yes
16,stu,ece,mtech,1,attdn,me,mtech,2,No
31,prof,ece,NotA,NotA,asgn,me,btech,4,No
9,stu,me,mtech,1,asgn,ece,btech,2,No
22,prof,ece,NotA,NotA,grade_book,ece,btech,4,Yes
24,stu,me,btech,2,grade_book,me,btech,3,No
14,prof,me,NotA,NotA,stu_rec,me,mtech,1,Yes
30,officer,accounts,NotA,NotA,asgn,ece,mtech,1,No
-1,stu,me,mtech,2,asgn,me,btech,2,No
16,stu,me,btech,1,std_mat,ce,btech,2,No
16,stu,ce,btech,2,std_mat,cse,btech,3,No
23,stu,ece,btech,2,asgn,me,btech,4,No
7,prof,cse,NotA,NotA,stu_rec,ece,btech,1,Yes
17,stu,ce,btech,4,stu_rec,ce,mtech,1,No
8,prof,cse,NotA,NotA,grade_book,ce,btech,4,No
16,stu,cse,btech,3,attdn,ce,btech,2,No
7,prof,me,NotA,NotA,attdn,ce,btech,4,Yes
28,stu,cse,btech,2,asgn,cse,btech,4,No
5,stu,cse,btech,3,q_pr,ce,btech,3,No
11,stu,ece,mtech,2,grade_book,ce,mtech,1,No
29,officer,accounts,NotA,NotA,std_mat,cse,mtech,2,No
11,stu,ce,mtech,2,grade_book,me,mtech,1,No
6,stu,me,btech,1,attdn,cse,mtech,2,No
7,prof,ece,NotA,NotA,std_mat,ce,btech,2,Yes
29,officer,accounts,NotA,NotA,stu_rec,cse,btech,2,Yes
12,stu,ece,mtech,1,q_pr,me,btech,4,No
16,stu,cse,btech,4,stu_rec,ece,btech,1,No
6,stu,ce,btech,2,attdn,cse,mtech,1,No
3,stu,ce,btech,2,grade_book,ce,btech,2,No
7,prof,ce,NotA,NotA,std_mat,cse,btech,4,Yes
7,prof,ce,NotA,NotA,stu_rec,cse,btech,4,Yes
17,stu,ece,btech,3,stu_rec,ece,mtech,1,No
15,stu,me,mtech,2,q_pr,ce,btech,2,No
6,stu,ece,btech,2,std_mat,cse,mtech,1,No
23,stu,cse,mtech,2,asgn,ece,mtech,1,No
32,stu,me,mtech,2,asgn,me,mtech,2,Yes
4,stu,ce,btech,2,stu_rec,ece,btech,2,No
8,prof,ece,NotA,NotA,q_pr,me,mtech,1,No
11,stu,ce,btech,1,q_pr,cse,btech,2,No
11,stu,ece,btech,3,q_pr,me,btech,4,No
16,stu,ece,mtech,2,stu_rec,ce,mtech,1,No
2,stu,me,mtech,2,asgn,cse,btech,2,No
7,prof,cse,NotA,NotA,std_mat,me,btech,2,Yes
18,officer,accounts,NotA,NotA,q_pr,me,mtech,1,No
8,prof,ce,NotA,NotA,q_pr,cse,mtech,1,No
24,stu,ce,btech,4,q_pr,ce,btech,1,No
11,stu,me,btech,3,grade_book,ece,btech,1,No
8,prof,me,NotA,NotA,q_pr,ece,btech,3,No
5,stu,ece,btech,1,grade_book,cse,btech,1,No
31,prof,cse,NotA,NotA,asgn,me,mtech,2,No
2,stu,me,mtech,2,asgn,ce,btech,2,No
24,stu,ce,btech,2,grade_book,ce,btech,4,No
16,stu,me,btech,1,stu_rec,cse,btech,4,No
11,stu,me,btech,2,grade_book,ece,btech,1,No
25,stu,cse,mtech,1,asgn,me,mtech,1,No
5,stu,me,btech,1,q_pr,ece,btech,1,No
15,stu,ece,mtech,1,q_pr,ce,btech,1,No
12,stu,ece,mtech,1,q_pr,me,btech,2,No
17,stu,ece,mtech,2,std_mat,ece,btech,4,No
6,stu,ece,mtech,2,stu_rec,ce,btech,4,No
6,stu,cse,btech,3,std_mat,ece,mtech,1,No
6,stu,cse,btech,4,std_mat,ece,mtech,2,No
12,stu,ece,mtech,1,q_pr,cse,btech,3,No
4,stu,ece,mtech,2,stu_rec,me,mtech,2,No
16,stu,cse,mtech,2,attdn,ece,mtech,1,No
16,stu,me,btech,3,std_mat,ece,btech,2,No
11,stu,ece,btech,3,grade_book,me,btech,2,No
4,stu,ce,mtech,1,std_mat,ece,mtech,1,No
17,stu,me,btech,1,attdn,me,mtech,2,No
31,prof,me,NotA,NotA,asgn,cse,btech,2,No
10,stu,cse,btech,4,attdn,cse,btech,2,No
6,stu,ece,btech,4,attdn,ce,mtech,2,No
17,stu,cse,mtech,2,attdn,cse,btech,4,No
12,stu,cse,btech,3,grade_book,ce,mtech,2,No
4,stu,ce,mtech,2,stu_rec,ece,mtech,2,No
24,stu,me,mtech,1,q_pr,me,mtech,2,No
24,stu,ce,btech,4,grade_book,ce,btech,1,No
7,prof,cse,NotA,NotA,stu_rec,ce,mtech,2,Yes
11,stu,me,btech,1,grade_book,ece,btech,2,No
13,stu,cse,mtech,2,asgn,cse,btech,4,No
11,stu,ce,btech,1,q_pr,ece,btech,2,No
17,stu,ece,mtech,2,stu_rec,ece,btech,4,No
18,officer,accounts,NotA,NotA,grade_book,ce,btech,2,No
12,stu,cse,btech,4,q_pr,ce,mtech,1,No
16,stu,ce,btech,2,stu_rec,cse,btech,4,No
6,stu,me,mtech,1,std_mat,ece,btech,4,No
6,stu,ece,mtech,2,std_mat,ce,btech,1,No
16,stu,ce,btech,2,stu_rec,ece,btech,4,No
16,stu,cse,btech,4,std_mat,ece,btech,2,No
23,stu,ce,btech,4,asgn,cse,btech,2,No
22,prof,ce,NotA,NotA,q_pr,ce,btech,2,Yes
20,stu,ce,mtech,2,grade_book,ce,btech,4,No
12,stu,me,btech,3,grade_book,ce,mtech,1,No
0,stu,cse,mtech,2,attdn,ece,btech,2,No
24,stu,ece,mtech,1,q_pr,ece,mtech,2,No
16,stu,ece,btech,1,stu_rec,ce,btech,3,No
16,stu,ece,btech,4,attdn,me,btech,3,No
6,stu,cse,mtech,2,std_mat,ece,btech,4,No
23,stu,ce,btech,4,asgn,me,btech,3,No
9,stu,ce,mtech,2,asgn,ece,btech,4,No
0,stu,ece,btech,2,std_mat,cse,mtech,2,No
5,stu,cse,btech,2,grade_book,me,btech,2,No
6,stu,ece,mtech,1,stu_rec,cse,btech,4,No
12,stu,cse,mtech,1,grade_book,me,btech,3,No
6,stu,cse,btech,3,stu_rec,me,mtech,2,No
7,prof,me,NotA,NotA,attdn,cse,btech,4,Yes
11,stu,me,btech,3,grade_book,ece,btech,4,No
4,stu,cse,btech,1,std_mat,ece,btech,1,No
23,stu,ece,btech,1,asgn,cse,btech,4,No
9,stu,cse,btech,4,asgn,ece,mtech,1,No
16,stu,ce,mtech,2,stu_rec,me,mtech,1,No
17,stu,ece,btech,3,std_mat,ece,mtech,2,No
9,stu,ece,btech,4,asgn,cse,mtech,2,No
9,stu,ce,btech,3,asgn,ece,mtech,2,No
16,stu,ce,btech,1,stu_rec,cse,btech,3,No
6,stu,ce,btech,3,attdn,ece,mtech,2,No
11,stu,me,btech,3,q_pr,ece,btech,2,No
23,stu,ce,mtech,2,asgn,me,mtech,1,No
4,stu,me,mtech,2,std_mat,ece,mtech,2,No
7,prof,cse,NotA,NotA,std_mat,ece,btech,2,Yes
22,prof,cse,NotA,NotA,grade_book,cse,btech,2,Yes
7,prof,ece,NotA,NotA,stu_rec,cse,mtech,2,Yes
14,prof,cse,NotA,NotA,stu_rec,cse,btech,1,Yes
23,stu,cse,btech,1,asgn,ce,btech,2,No
16,stu,cse,mtech,2,stu_rec,ce,mtech,1,No
5,stu,me,btech,3,q_pr,ece,btech,3,No
11,stu,ce,mtech,2,q_pr,me,mtech,1,No
0,stu,ce,btech,2,std_mat,cse,mtech,2,No
6,stu,ece,btech,4,std_mat,ce,mtech,2,No
5,stu,ece,btech,2,q_pr,cse,btech,2,No
6,stu,ce,btech,4,stu_rec,me,mtech,2,No
23,stu,ece,btech,4,asgn,cse,btech,2,No
6,stu,ce,btech,4,attdn,ece,mtech,1,No
4,stu,me,btech,2,attdn,cse,btech,2,No
3,stu,cse,btech,2,grade_book,cse,btech,2,No
21,stu,ce,mtech,1,std_mat,ce,btech,1,No
16,stu,ce,mtech,2,stu_rec,cse,mtech,1,No
19,stu,ece,mtech,1,stu_rec,ece,mtech,1,No
11,stu,ece,btech,2,q_pr,cse,btech,1,No
25,stu,ece,mtech,2,asgn,cse,mtech,2,No
23,stu,ce,btech,2,asgn,me,btech,1,No
17,stu,ce,mtech,2,stu_rec,ce,btech,3,No
22,prof,ece,NotA,NotA,q_pr,ece,btech,3,Yes
3,stu,ece,mtech,2,q_pr,ece,mtech,2,No
18,officer,accounts,NotA,NotA,q_pr,me,btech,1,No
18,officer,accounts,NotA,NotA,q_pr,me,btech,3,No
12,stu,ce,btech,4,grade_book,me,mtech,2,No
17,stu,cse,btech,3,attdn,cse,mtech,2,No
10,stu,ece,btech,4,std_mat,ece,btech,1,Yes
12,stu,me,btech,3,q_pr,ce,mtech,2,No
16,stu,me,btech,1,attdn,ece,btech,3,No
6,stu,ece,mtech,1,attdn,cse,btech,4,No
19,stu,ce,btech,3,std_mat,ce,btech,3,Yes
12,stu,ce,mtech,2,grade_book,ece,btech,1,No
8,prof,cse,NotA,NotA,q_pr,ece,btech,1,No
0,stu,ce,mtech,2,std_mat,cse,btech,2,No
13,stu,ece,btech,3,asgn,ece,mtech,1,No
12,stu,cse,btech,4,q_pr,ece,mtech,1,No
10,stu,cse,btech,2,stu_rec,cse,btech,1,No
12,stu,cse,btech,3,q_pr,ece,mtech,1,No
23,stu,me,btech,3,asgn,ce,btech,4,No
25,stu,ece,btech,2,asgn,me,btech,2,No
3,stu,ce,btech,1,q_pr,ce,btech,1,No
23,stu,ce,btech,3,asgn,ece,btech,1,No
6,stu,me,btech,3,attdn,ece,mtech,1,No
11,stu,ce,mtech,1,grade_book,cse,mtech,2,No
29,officer,accounts,NotA,NotA,std_mat,cse,mtech,1,No
7,prof,me,NotA,NotA,attdn,cse,btech,1,Yes
31,prof,me,NotA,NotA,asgn,ce,mtech,1,No
10,stu,ece,btech,4,attdn,ece,btech,3,No
6,stu,cse,btech,4,stu_rec,ce,mtech,2,No
17,stu,me,btech,3,attdn,me,mtech,1,No
6,stu,ece,mtech,1,std_mat,cse,btech,2,No
20,stu,ece,btech,3,grade_book,ece,mtech,1,No
20,stu,ce,mtech,2,grade_book,ce,btech,1,No
27,prof,ce,NotA,NotA,asgn,ce,btech,3,Yes
12,stu,me,mtech,1,grade_book,ece,btech,3,No
10,stu,cse,mtech,1,std_mat,cse,mtech,2,Yes
11,stu,me,btech,1,q_pr,ece,btech,4,No
1,stu,cse,btech,1,off_rec,accounts,NotA,NotA,No
7,prof,ece,NotA,NotA,stu_rec,ce,mtech,2,Yes
13,stu,ece,btech,1,asgn,ece,mtech,2,No
25,stu,me,mtech,1,asgn,ece,mtech,1,No
9,stu,ece,mtech,1,asgn,cse,btech,4,No
16,stu,me,btech,3,attdn,ece,btech,1,No
27,prof,me,NotA,NotA,asgn,me,btech,4,Yes
8,prof,cse,NotA,NotA,grade_book,me,btech,4,No
10,stu,cse,btech,4,std_mat,cse,btech,2,Yes
11,stu,ce,btech,4,q_pr,me,btech,1,No
29,officer,accounts,NotA,NotA,std_mat,ece,btech,4,No
11,stu,ce,btech,3,q_pr,cse,btech,2,No
11,stu,ece,btech,1,q_pr,ce,btech,2,No
16,stu,ece,btech,3,std_mat,cse,btech,4,No
5,stu,cse,mtech,2,grade_book,ece,mtech,2,No
5,stu,ece,mtech,2,q_pr,cse,mtech,2,No
6,stu,ce,mtech,1,stu_rec,me,btech,3,No
25,stu,me,mtech,1,asgn,ce,mtech,1,No
18,officer,accounts,NotA,NotA,grade_book,ece,btech,2,No
14,prof,ece,NotA,NotA,stu_rec,ece,mtech,2,Yes
16,stu,ce,btech,4,attdn,ece,btech,3,No
16,stu,ce,btech,4,stu_rec,me,btech,2,No
11,stu,cse,btech,1,q_pr,me,btech,3,No
9,stu,ce,btech,1,asgn,ece,mtech,2,No
16,stu,ce,btech,4,attdn,cse,btech,2,No
11,stu,ece,btech,1,q_pr,cse,btech,3,No
10,stu,cse,btech,2,stu_rec,cse,btech,3,No
7,prof,ece,NotA,NotA,std_mat,ce,btech,3,Yes
6,stu,cse,mtech,2,attdn,ce,btech,3,No
17,stu,ece,mtech,2,stu_rec,ece,btech,3,No
6,stu,me,btech,3,stu_rec,ece,mtech,1,No
9,stu,ece,btech,4,asgn,cse,mtech,1,No
14,prof,ece,NotA,NotA,std_mat,ece,mtech,2,Yes
8,prof,ece,NotA,NotA,q_pr,cse,btech,2,No
23,stu,ce,btech,1,asgn,me,btech,4,No
25,stu,ece,btech,1,asgn,ce,btech,1,No
9,stu,ce,mtech,1,asgn,cse,btech,2,No
5,stu,ce,mtech,1,q_pr,ece,mtech,1,No
24,stu,cse,mtech,2,grade_book,cse,mtech,1,No
17,stu,ce,mtech,2,attdn,ce,btech,1,No
5,stu,me,btech,1,grade_book,ece,btech,1,No
21,stu,ece,mtech,1,std_mat,ece,btech,1,No
26,stu,ece,mtech,2,q_pr,ece,btech,2,No
16,stu,cse,btech,2,std_mat,me,btech,3,No
29,officer,accounts,NotA,NotA,attdn,me,btech,2,No
14,prof,ce,NotA,NotA,std_mat,ce,btech,2,Yes
23,stu,cse,btech,2,asgn,me,btech,4,No
10,stu,ece,btech,2,attdn,ece,btech,4,No
19,stu,cse,mtech,1,attdn,cse,mtech,1,No
23,stu,ece,btech,3,asgn,me,btech,1,No
11,stu,me,btech,2,grade_book,ece,btech,3,No
6,stu,ece,mtech,2,attdn,ce,btech,1,No
-1,stu,ce,btech,2,asgn,ce,mtech,2,No
6,stu,cse,mtech,1,stu_rec,ece,btech,4,No
26,stu,me,mtech,1,q_pr,me,btech,1,No
16,stu,ce,btech,4,stu_rec,cse,btech,1,No
2,stu,cse,mtech,1,asgn,ece,btech,1,No
14,prof,me,NotA,NotA,stu_rec,me,mtech,2,Yes
17,stu,ece,btech,3,stu_rec,ece,mtech,2,No
6,stu,ece,mtech,2,std_mat,ce,btech,4,No
6,stu,ece,mtech,2,stu_rec,cse,btech,4,No
16,stu,cse,btech,4,attdn,me,btech,2,No
9,stu,me,mtech,2,asgn,ce,btech,4,No
28,stu,ece,btech,4,asgn,ece,btech,2,No
20,stu,cse,btech,3,q_pr,cse,mtech,2,No
12,stu,ece,btech,3,q_pr,cse,mtech,2,No
7,prof,cse,NotA,NotA,attdn,ce,btech,3,Yes
4,stu,ce,mtech,2,std_mat,cse,mtech,2,No
11,stu,ece,mtech,1,q_pr,cse,mtech,2,No
11,stu,cse,btech,4,grade_book,me,btech,3,No
4,stu,me,btech,3,std_mat,cse,btech,3,No
0,stu,ece,mtech,1,attdn,cse,btech,1,No
14,prof,cse,NotA,NotA,std_mat,cse,btech,1,Yes
6,stu,me,btech,3,attdn,ece,mtech,2,No
7,prof,ece,NotA,NotA,std_mat,me,btech,1,Yes
31,prof,cse,NotA,NotA,asgn,ece,btech,1,No
24,stu,me,btech,1,grade_book,me,btech,4,No
20,stu,cse,btech,4,q_pr,cse,mtech,1,No
17,stu,ece,btech,1,stu_rec,ece,mtech,2,No
11,stu,ce,btech,1,grade_book,me,btech,3,No
12,stu,cse,mtech,2,q_pr,ece,btech,3,No
16,stu,cse,btech,2,std_mat,ce,btech,4,No
17,stu,cse,btech,3,std_mat,cse,mtech,2,No
4,stu,cse,btech,1,std_mat,ce,btech,1,No
27,prof,me,NotA,NotA,asgn,me,mtech,1,Yes
-1,stu,cse,btech,1,asgn,cse,mtech,1,No
9,stu,ce,btech,3,asgn,me,mtech,2,No
16,stu,me,btech,2,std_mat,ce,btech,1,No
6,stu,ece,mtech,1,stu_rec,ce,btech,2,No
16,stu,ece,btech,3,stu_rec,cse,btech,1,No
16,stu,cse,btech,4,attdn,ce,btech,3,No
6,stu,ece,btech,4,std_mat,ce,mtech,1,No
12,stu,ece,btech,4,q_pr,cse,mtech,2,No
1,stu,ece,mtech,1,off_rec,accounts,NotA,NotA,No
4,stu,ce,btech,3,stu_rec,me,btech,3,No
16,stu,me,btech,1,stu_rec,ce,btech,2,No
24,stu,me,btech,3,q_pr,me,btech,2,No
0,stu,me,mtech,2,stu_rec,cse,btech,2,No
6,stu,me,mtech,1,attdn,ece,btech,2,No
19,stu,ce,btech,2,std_mat,ce,btech,2,Yes
23,stu,ece,mtech,1,asgn,cse,mtech,2,No
24,stu,cse,btech,4,grade_book,cse,btech,3,No
4,stu,cse,btech,2,stu_rec,ece,btech,2,No
11,stu,me,btech,3,grade_book,cse,btech,1,No
21,stu,me,mtech,1,std_mat,me,btech,1,No
22,prof,me,NotA,NotA,grade_book,me,btech,3,Yes
4,stu,ce,btech,3,attdn,ece,btech,3,No
14,prof,cse,NotA,NotA,attdn,cse,btech,3,Yes
16,stu,ce,btech,2,std_mat,me,btech,1,No
13,stu,cse,mtech,1,asgn,cse,btech,4,No
28,stu,ece,mtech,1,asgn,ece,mtech,2,No
31,prof,me,NotA,NotA,asgn,ce,btech,3,No
7,prof,cse,NotA,NotA,std_mat,ce,btech,1,Yes
16,stu,ece,btech,1,attdn,me,btech,2,No
6,stu,me,mtech,2,stu_rec,cse,btech,1,No
6,stu,cse,btech,4,attdn,ce,mtech,1,No
6,stu,me,mtech,1,stu_rec,ece,btech,2,No
20,stu,ece,btech,3,q_pr,ece,mtech,1,No
32,stu,ece,btech,3,asgn,ece,btech,3,Yes
4,stu,me,btech,1,attdn,ce,btech,1,No
16,stu,me,btech,2,std_mat,ece,btech,3,No
4,stu,ce,mtech,1,stu_rec,me,mtech,1,No
6,stu,ce,mtech,2,stu_rec,cse,btech,3,No
23,stu,cse,mtech,1,asgn,ce,mtech,2,No
16,stu,ece,btech,4,stu_rec,cse,btech,2,No
11,stu,ce,btech,2,grade_book,ece,btech,3,No
12,stu,ce,btech,4,q_pr,cse,mtech,2,No
10,stu,ece,btech,3,stu_rec,ece,btech,4,No
28,stu,me,btech,3,asgn,me,btech,2,No
7,prof,ece,NotA,NotA,stu_rec,me,btech,2,Yes
6,stu,me,mtech,1,stu_rec,cse,btech,2,No
6,stu,ce,mtech,2,stu_rec,cse,btech,4,No
6,stu,cse,btech,4,attdn,me,mtech,2,No
14,prof,ece,NotA,NotA,attdn,ece,btech,4,Yes
22,prof,ece,NotA,NotA,q_pr,ece,btech,2,Yes
0,stu,cse,btech,2,attdn,me,mtech,2,No
12,stu,cse,btech,4,q_pr,ce,mtech,2,No
5,stu,ece,btech,3,q_pr,cse,btech,3,No
6,stu,ece,btech,4,attdn,ce,mtech,1,No
11,stu,cse,mtech,1,grade_book,ce,mtech,2,No
7,prof,me,NotA,NotA,std_mat,cse,btech,4,Yes
13,stu,ce,btech,4,asgn,ce,mtech,2,No
28,stu,ce,mtech,1,asgn,ce,mtech,2,No
30,officer,accounts,NotA,NotA,asgn,ce,btech,4,No
6,stu,cse,btech,3,stu_rec,me,mtech,1,No
12,stu,cse,btech,3,grade_book,me,mtech,2,No
2,stu,cse,btech,2,asgn,me,mtech,2,No
20,stu,cse,mtech,1,grade_book,cse,btech,4,No
16,stu,me,btech,3,stu_rec,ece,btech,4,No
20,stu,ce,btech,2,grade_book,ce,mtech,1,No
8,prof,cse,NotA,NotA,q_pr,ece,mtech,2,No
20,stu,ce,mtech,1,q_pr,ce,btech,3,No
12,stu,ce,mtech,2,q_pr,cse,btech,4,No
8,prof,ece,NotA,NotA,grade_book,ce,btech,4,No
20,stu,cse,btech,2,q_pr,cse,mtech,1,No
21,stu,cse,mtech,1,stu_rec,cse,btech,1,No
20,stu,me,btech,3,q_pr,me,mtech,1,No
23,stu,me,btech,1,asgn,ece,btech,4,No
4,stu,cse,btech,4,std_mat,ce,btech,4,No
12,stu,ce,mtech,1,grade_book,ece,btech,4,No
26,stu,cse,mtech,1,grade_book,cse,btech,1,No
6,stu,me,btech,2,attdn,ce,mtech,1,No
15,stu,me,mtech,1,q_pr,cse,btech,1,No
1,stu,ece,btech,2,off_rec,accounts,NotA,NotA,No
4,stu,me,btech,1,std_mat,ce,btech,1,No
31,prof,ce,NotA,NotA,asgn,me,btech,4,No
0,stu,ce,btech,1,attdn,cse,mtech,1,No
23,stu,ece,mtech,2,asgn,ce,mtech,1,No
4,stu,ece,mtech,2,attdn,ce,mtech,2,No
17,stu,me,mtech,1,std_mat,me,btech,4,No
5,stu,ce,btech,3,q_pr,ece,btech,3,No
12,stu,ece,btech,3,q_pr,cse,mtech,1,No
4,stu,cse,btech,4,attdn,ce,btech,4,No
24,stu,ce,btech,4,grade_book,ce,btech,2,No
16,stu,cse,mtech,1,std_mat,me,mtech,2,No
6,stu,ece,btech,4,stu_rec,ce,mtech,2,No
12,stu,me,mtech,1,q_pr,ce,btech,4,No
10,stu,cse,btech,3,attdn,cse,btech,4,No
6,stu,ce,btech,2,std_mat,cse,mtech,1,No
6,stu,me,mtech,1,stu_rec,ece,btech,3,No
11,stu,ece,btech,2,q_pr,me,btech,1,No
11,stu,ece,btech,4,grade_book,ce,btech,2,No
26,stu,me,mtech,1,grade_book,me,btech,1,No
19,stu,cse,btech,2,std_mat,cse,btech,2,Yes
17,stu,me,mtech,2,stu_rec,me,btech,1,No
16,stu,cse,btech,4,std_mat,ce,btech,1,No
9,stu,cse,mtech,2,asgn,ece,btech,1,No
7,prof,cse,NotA,NotA,stu_rec,me,btech,3,Yes
16,stu,ce,btech,3,std_mat,me,btech,4,No
21,stu,me,mtech,1,attdn,me,btech,1,No
7,prof,ce,NotA,NotA,attdn,ece,mtech,2,Yes
5,stu,me,btech,1,grade_book,cse,btech,1,No
6,stu,ce,btech,2,stu_rec,ece,mtech,1,No
16,stu,me,btech,1,stu_rec,ce,btech,3,No
6,stu,me,btech,3,stu_rec,cse,mtech,1,No
16,stu,ce,mtech,1,std_mat,cse,mtech,2,No
6,stu,ce,mtech,1,attdn,ece,btech,2,No
12,stu,cse,mtech,1,grade_book,me,btech,4,No
10,stu,ce,btech,3,stu_rec,ce,btech,1,No
2,stu,me,btech,2,asgn,cse,mtech,2,No
16,stu,cse,btech,3,attdn,ce,btech,1,No
2,stu,ce,mtech,1,asgn,cse,btech,1,No
6,stu,me,mtech,2,attdn,ece,btech,4,No
11,stu,me,btech,3,q_pr,ce,btech,2,No
23,stu,ece,btech,3,asgn,ce,btech,1,No
17,stu,me,mtech,2,std_mat,me,btech,3,No
9,stu,ce,btech,4,asgn,cse,mtech,2,No
6,stu,ce,mtech,1,stu_rec,cse,btech,3,No
18,officer,accounts,NotA,NotA,grade_book,cse,btech,3,No
12,stu,ece,mtech,1,q_pr,ce,btech,2,No
31,prof,ece,NotA,NotA,asgn,ce,mtech,2,No
23,stu,ece,btech,4,asgn,ce,btech,3,No
6,stu,me,btech,1,std_mat,ce,mtech,2,No
11,stu,me,btech,2,q_pr,cse,btech,4,No
25,stu,ce,mtech,1,asgn,ece,mtech,1,No
15,stu,me,mtech,1,q_pr,ece,btech,1,No
3,stu,me,mtech,1,grade_book,me,mtech,1,No
6,stu,ce,mtech,2,stu_rec,me,btech,1,No
9,stu,ece,mtech,2,asgn,ce,btech,4,No
5,stu,ece,btech,4,grade_book,me,btech,4,No
8,prof,cse,NotA,NotA,grade_book,ece,mtech,2,No
27,prof,ce,NotA,NotA,asgn,ce,btech,2,Yes
15,stu,ce,btech,1,q_pr,me,mtech,1,No
8,prof,cse,NotA,NotA,grade_book,ece,btech,2,No
14,prof,ce,NotA,NotA,std_mat,ce,mtech,2,Yes
19,stu,ce,btech,4,std_mat,ce,btech,4,Yes
11,stu,ece,btech,2,q_pr,ce,btech,1,No
22,prof,ce,NotA,NotA,grade_book,ce,btech,3,Yes
5,stu,cse,mtech,1,q_pr,ce,mtech,1,No
9,stu,cse,btech,3,asgn,me,mtech,1,No
3,stu,ece,mtech,1,grade_book,ece,mtech,1,No
13,stu,ece,mtech,2,asgn,ece,btech,4,No
12,stu,me,mtech,1,grade_book,ece,btech,4,No
14,prof,cse,NotA,NotA,stu_rec,cse,mtech,1,Yes
30,officer,accounts,NotA,NotA,asgn,ece,mtech,2,No
3,stu,ce,btech,3,q_pr,ce,btech,3,No
29,officer,accounts,NotA,NotA,std_mat,me,btech,4,No
8,prof,cse,NotA,NotA,grade_book,me,mtech,2,No
4,stu,me,btech,1,stu_rec,cse,btech,1,No
21,stu,me,mtech,2,std_mat,me,btech,2,No
9,stu,cse,mtech,1,asgn,me,btech,3,No
11,stu,ece,btech,1,grade_book,cse,btech,3,No
7,prof,cse,NotA,NotA,stu_rec,me,mtech,1,Yes
14,prof,me,NotA,NotA,attdn,me,mtech,1,Yes
28,stu,cse,btech,3,asgn,cse,btech,1,No
23,stu,cse,btech,3,asgn,ece,btech,1,No
11,stu,ece,btech,4,q_pr,cse,btech,2,No
7,prof,cse,NotA,NotA,stu_rec,ce,btech,3,Yes
0,stu,ce,btech,1,attdn,me,mtech,1,No
4,stu,ece,mtech,1,stu_rec,me,mtech,1,No
9,stu,me,mtech,1,asgn,ce,btech,3,No
6,stu,ece,btech,3,stu_rec,me,mtech,2,No
11,stu,cse,btech,4,grade_book,me,btech,1,No
6,stu,cse,mtech,1,attdn,ce,btech,4,No
16,stu,cse,btech,4,stu_rec,me,btech,2,No
0,stu,ece,btech,1,attdn,ce,mtech,1,No
